uid,data_type,pI,length,molecular_weight,label,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,hydro_total,hydro_mean,charge_Sillero,charge_EMBOSS,charge_DTASelect,charge_Solomon,charge_Rodwell
fe5ae9190b95aae1807d5650836c8def,protein,4.85,901,98969.69,1,61,4,68,59,36,79,17,45,55,79,21,49,46,30,29,51,50,81,6,35,-248.9,-0.276,-39.489,-38.971,-38.901,-41.522,-41.619
4e4a23bf1cb7845798863a0032cb419f,peptide,3.3,8,1000.13,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,-1.7,-0.212,-1.057,-1.024,-1.089,-1.001,-1.09
b6e630fa374dbfc6bad467afb46b5fee,protein,4.44,108,11322.82,1,23,3,12,7,10,9,0,5,12,8,0,0,0,2,1,6,2,6,1,1,18.2,0.169,-6.061,-6.1,-6.148,-6.127,-6.208
73f60b4b8f6b8f42696534cd75678a52,protein,4.23,433,48609.01,1,32,0,38,65,17,26,3,29,39,29,7,18,12,23,11,11,30,35,1,7,-278.4,-0.643,-52.237,-52.203,-52.158,-52.588,-52.692
57f14508e9c44069e9e71c28d8bd8b60,peptide,4.53,10,1172.3,1,0,0,0,2,0,1,0,1,0,2,0,1,0,1,1,0,1,0,0,0,-7.5,-0.75,-1.053,-1.022,-1.086,-0.999,-1.087
e7577da10fa14e92ec0c247a7391c58f,peptide,4.17,14,1644.84,1,0,0,1,3,0,0,0,1,1,2,0,1,0,0,1,1,1,2,0,0,-6.9,-0.493,-2.049,-2.02,-2.082,-1.996,-2.085
1a5b41598754ac03be8d38e4cf7c3cb2,peptide,10.89,18,2028.51,0,1,0,0,1,0,1,0,4,0,4,0,1,2,1,2,0,0,1,0,0,16.1,0.894,0.944,0.977,0.912,1.0,0.911
9b834eddaf8f8ad27a20fd67a1ed306f,peptide,11.33,12,1494.84,0,0,0,0,1,0,0,0,1,1,3,0,0,0,2,2,0,0,2,0,0,0.9,0.075,1.944,1.977,1.911,1.999,1.911
bb3a8381d74e45bf423f47e46d29ce03,protein,4.7,225,24693.68,1,20,3,24,20,5,16,2,9,23,18,4,3,10,8,4,18,7,19,3,9,-108.9,-0.484,-16.619,-16.602,-16.624,-16.919,-17.005
5f84fed592d819c4c7c9c1f7e184752e,peptide,11.13,18,1892.19,0,2,0,0,0,1,2,0,0,5,1,0,3,0,0,0,2,1,1,0,0,-18.7,-1.039,4.939,4.975,4.904,4.996,4.909
2743f67b48ad68f4b8bd3b756683bfac,protein,4.5,214,23976.03,1,25,0,22,15,5,7,3,12,6,23,10,5,9,20,14,13,9,12,2,2,-81.5,-0.381,-16.392,-16.27,-16.285,-16.686,-16.783
f974673849fba25e00e083c5fdfa166a,peptide,11.49,11,1286.52,0,1,0,0,0,0,1,3,0,1,1,1,0,0,0,1,0,1,1,0,0,-7.4,-0.673,2.543,2.696,2.629,2.27,2.182
b377bd5b7673bdd3d7ee8c9aaf9ecc9c,protein,4.83,94,10415.8,1,4,0,5,12,1,8,0,7,8,7,1,5,2,4,5,3,8,12,0,2,-41.3,-0.439,-4.022,-4.008,-4.058,-3.979,-4.069
0a3acdf74313e2d6357937858696772f,protein,4.9,787,91071.71,1,41,8,49,60,49,60,30,43,44,47,23,31,38,29,38,29,58,50,14,46,-394.3,-0.501,-20.941,-19.991,-19.946,-24.549,-24.633
e76529f296b4251fb80277c67e397b16,peptide,10.09,17,1866.08,0,5,0,1,1,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,-17.8,-1.047,1.145,1.218,1.153,1.091,1.002
15edeba7215f240d38e4589a527d0bea,protein,4.7,612,67040.01,1,58,7,45,24,28,51,13,31,35,48,15,24,44,24,18,30,45,37,11,24,-149.9,-0.245,-13.436,-13.074,-13.068,-15.101,-15.18
75e2a0c4dd10addfcbce55b6c0b5f17d,peptide,4.8,35,3704.25,1,4,0,0,5,1,2,2,1,2,2,1,1,2,0,0,1,4,7,0,0,10.6,0.303,-2.643,-2.538,-2.6,-2.811,-2.9
a024141313d497d508e0da1e4e4884f2,protein,4.5,185,19568.32,1,14,8,13,15,4,21,5,12,3,9,2,10,7,8,4,23,3,15,3,6,-45.9,-0.248,-20.082,-20.044,-20.074,-20.895,-20.966
2bcab01463f328e580d2bc12e8a6bc7e,protein,4.8,388,42056.27,1,41,4,22,42,15,34,6,33,34,30,8,16,11,7,11,12,19,35,0,8,-19.8,-0.051,-17.761,-17.647,-17.654,-18.564,-18.647
725497d2c5baf2af4f736594932d81ac,peptide,11.64,19,2109.69,0,0,0,0,0,0,1,0,2,2,7,1,1,1,0,1,3,0,0,0,0,17.3,0.911,2.94,2.976,2.907,2.997,2.909
0bc5c9b6042f8dcb8f85beae890330e5,protein,4.2,575,62410.34,1,45,1,50,21,19,41,17,25,19,49,9,33,35,20,24,58,35,50,10,14,-178.5,-0.31,-24.562,-23.919,-23.892,-26.44,-26.542
0aac925720e4d1862cd6b91eeec03fce,peptide,10.05,10,1233.39,0,0,0,1,0,0,0,0,0,3,1,0,3,1,0,0,0,0,0,0,1,-24.8,-2.48,1.94,1.975,1.908,1.997,1.909
02c638ac315e4a1f703f5df4432f277d,protein,4.55,182,21333.67,1,3,9,9,17,4,11,2,10,12,17,8,5,12,7,12,9,10,10,3,12,-90.4,-0.497,-1.701,-1.802,-1.845,-2.223,-2.288
1146e4555d851eb3c460f449489c71e3,protein,4.7,214,22276.62,1,31,3,9,11,6,21,6,16,3,15,6,6,15,8,10,9,13,22,2,2,64.9,0.303,-5.844,-5.656,-5.696,-6.574,-6.658
5f0817fd7706fda8ee4e19a8471ca39f,peptide,10.76,10,1266.6,0,0,0,0,0,0,0,1,1,5,0,0,0,2,0,0,0,0,0,0,1,-22.7,-2.27,5.139,5.215,5.143,5.086,4.999
eb67ff246118858d0dcf44ab40358e24,protein,3.6,217,23480.36,1,13,0,9,9,12,27,1,7,7,8,3,15,6,5,5,32,23,12,6,17,-100.6,-0.464,-5.841,-5.78,-5.829,-5.902,-5.994
59714c510795c6b97faf8e228194170b,peptide,12.11,13,1555.72,0,0,0,0,1,1,3,3,0,0,1,0,0,1,0,3,0,0,0,0,0,-22.8,-1.754,2.546,2.698,2.632,2.272,2.184
2d65bdd8e64627bf9742ac482ebb2eff,peptide,10.34,24,2545.83,0,3,0,0,0,0,2,1,1,2,0,2,2,1,0,1,6,1,0,0,2,-19.3,-0.804,3.139,3.214,3.145,3.086,2.998
6cbcc427a3c7c6ed383b0ea48a1a057d,peptide,3.01,9,1100.15,1,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,-5.7,-0.633,-2.055,-2.022,-2.086,-2.0,-2.089
56cf7a25f80e48ce43c4494d431505a2,peptide,11.49,17,1851.24,0,3,0,0,0,0,1,1,0,1,4,1,0,0,2,1,0,2,1,0,0,6.3,0.371,2.141,2.216,2.148,2.088,2.0
e2056e82977244c19032d0a604907865,peptide,3.1,18,1886.99,1,1,0,1,0,0,3,0,1,0,2,0,0,0,7,0,2,1,0,0,0,-17.6,-0.978,-1.058,-1.023,-1.088,-1.002,-1.09
ecae0c9b182aecd1747cd9da36044dbc,protein,4.6,1098,126566.11,1,49,6,57,99,46,60,36,97,75,111,23,61,39,57,36,55,70,59,13,49,-401.7,-0.366,-37.601,-36.44,-36.359,-41.836,-41.928
87a0407f808f3b21b2ac263219666221,protein,4.9075,460,50325.42,1,34,1,27,39,14,45,7,27,20,42,15,11,20,20,26,25,24,47,1,15,-54.2,-0.118,-18.537,-18.318,-18.31,-19.333,-19.431
36e5eb1431b1c963784c8c7076a2ff8f,peptide,10.7,12,1438.71,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,2,1,1,0,0,1,-12.0,-1.0,3.929,3.944,3.876,3.948,3.864
1436bd1568a104c29e676526e442d982,protein,4.8,404,46062.75,1,20,23,16,46,9,12,4,15,12,49,2,29,14,28,32,33,22,27,2,9,-213.0,-0.527,-17.337,-17.707,-17.701,-18.643,-18.675
7002a98d7037b77dc51249451cdbee4c,protein,4.953333333333333,325,35246.09,1,31,0,18,32,14,30,3,23,16,23,8,10,14,13,15,15,17,35,1,7,-15.2,-0.047,-18.352,-18.257,-18.268,-18.662,-18.76
f7b8b57aae25aaca7f8ae6c26428cb89,peptide,4.56,13,1521.65,1,1,0,2,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,-16.3,-1.254,-1.055,-1.022,-1.085,-1.0,-1.089
3bdb515756dac9f7a6b7fe7ab035c733,peptide,4.49,15,1693.95,1,0,0,0,4,0,2,0,1,2,1,2,1,0,0,0,1,0,1,0,0,-10.6,-0.707,-2.047,-2.019,-2.083,-1.995,-2.084
57a3f58f5a9ebadd796de87c2ab4d8c5,protein,4.9,467,54271.06,1,27,4,33,38,29,36,14,31,44,27,7,29,19,11,13,19,16,26,10,34,-283.4,-0.607,-11.187,-10.743,-10.75,-12.86,-12.944
ed4bbee0a233d59349aafee58ba49a0c,protein,4.2,348,36709.13,1,46,8,18,16,10,23,9,11,11,31,3,18,21,13,10,30,30,28,8,4,-23.0,-0.066,-11.272,-11.078,-11.104,-12.527,-12.597
ecef2212be7cc9dfd46474afb8ecd681,peptide,11.05,18,1651.85,0,10,0,0,0,0,1,2,0,0,1,0,0,2,1,1,0,0,0,0,0,3.8,0.211,1.342,1.456,1.39,1.179,1.091
38684c9af568129fc0b92e8ef8a3c706,peptide,10.39,14,1711.98,0,0,0,0,1,0,0,1,1,1,2,0,1,1,0,2,2,0,1,0,1,-11.3,-0.807,2.143,2.216,2.15,2.089,2.001
44795d0fe4011ccecc999c591b91959b,peptide,4.87,13,1610.78,1,0,0,1,3,0,0,0,0,3,1,0,0,0,1,0,0,2,1,0,1,-23.9,-1.838,-1.051,-1.021,-1.085,-0.997,-1.086
2eeedec4e0993cc88b30b342c51341ea,peptide,4.25,18,2033.37,1,2,0,0,2,0,0,1,1,0,3,1,2,2,0,0,1,0,2,1,0,7.7,0.428,-1.852,-1.781,-1.846,-1.908,-1.996
e024b25d41849cb5e4a130587ad7df46,peptide,4.83,16,1883.05,1,0,0,1,3,0,1,1,0,0,3,0,0,0,1,2,1,2,1,0,0,-16.7,-1.044,-1.848,-1.779,-1.841,-1.905,-1.994
32f1d46dd1ad0969825d43f39e6a12b3,peptide,4.08,16,1556.65,1,2,0,1,1,0,3,0,1,1,0,0,0,0,0,0,2,3,1,0,1,-4.8,-0.3,-1.056,-1.023,-1.088,-1.001,-1.089
d22614866fd85fa5317f42bf95cbb76f,protein,4.6,469,52739.73,1,28,8,31,27,29,26,10,26,33,48,13,18,25,12,15,36,25,37,6,16,-28.0,-0.06,-8.044,-7.826,-7.837,-9.42,-9.492
b1e8ed4fcda017bbd5287e7f5bfb4843,peptide,4.59,14,1628.76,1,4,0,1,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,-16.2,-1.157,-2.046,-2.018,-2.078,-1.994,-2.083
4e9048a15776ec7c5eccfd11865df130,peptide,11.05,20,2516.72,0,0,0,0,0,0,0,0,0,0,2,0,0,2,15,1,0,0,0,0,0,-52.6,-2.63,0.941,0.976,0.909,0.998,0.909
e7417620bd733c16c57612bfbf4423dd,peptide,11.48,11,1332.73,0,1,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,1,0,0,0,0.1,0.009,3.93,3.945,3.877,3.949,3.864
7317c515eabc7ee351d94954fd7b840d,protein,2.8,197,20978.5,1,12,2,8,5,3,30,3,8,5,7,1,13,7,7,4,28,20,9,8,17,-114.2,-0.58,-3.472,-3.366,-3.421,-3.824,-3.909
e1ebe938cd359c562736d80eadc228b8,peptide,4.65,21,2357.65,1,1,0,1,2,2,3,1,2,1,1,0,0,1,2,0,1,0,2,1,0,-0.5,-0.024,-1.852,-1.781,-1.844,-1.907,-1.996
a6bbf618137950c59ab75f1b8cc91745,peptide,11.64,17,1846.13,0,3,0,0,0,0,0,0,1,2,1,1,3,0,1,1,2,1,1,0,0,-8.8,-0.518,2.94,2.976,2.907,2.997,2.909
76fb6f2e13cdaeea791c94dce1d12b29,peptide,10.53,21,2482.99,0,1,1,0,0,1,0,0,2,5,1,1,1,0,0,1,5,0,0,0,2,-12.3,-0.586,5.927,5.943,5.872,5.947,5.863
1e2c7fab2b61bb2b5387bba2c7bc1a5c,protein,4.85,142,16263.15,1,4,2,10,17,9,11,5,10,12,10,3,6,6,2,3,13,5,6,2,6,-85.0,-0.599,-11.022,-10.862,-10.901,-11.61,-11.696
a0bd49deccd6305f91345514456555ed,protein,4.99,470,51400.28,1,35,0,36,36,19,42,7,32,21,36,15,12,19,25,24,23,32,46,0,10,-76.1,-0.162,-25.523,-25.28,-25.26,-26.281,-26.383
95fd0e13f957c11c5186782db31909b4,protein,4.83,498,55612.59,1,40,4,31,40,21,44,7,31,30,36,11,18,12,25,20,29,35,34,13,17,-165.9,-0.333,-19.566,-19.408,-19.401,-20.476,-20.563
6a142d3e00fcd30382614ee2d9f7bb5a,protein,3.9,65,6985.53,1,0,6,3,9,1,9,1,3,3,4,0,6,3,4,0,4,5,2,0,2,-54.7,-0.842,-8.89,-8.956,-9.009,-9.18,-9.252
d242bd41350a10688d47f7c909c63dc6,peptide,4.37,16,1617.88,1,2,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,4,0,0,14.9,0.931,-1.065,-1.053,-1.117,-1.048,-1.133
3880ca10b922a44931f4026fa3cc89c8,peptide,4.96,19,2235.48,1,0,0,1,4,0,1,1,0,1,3,0,0,1,1,2,1,1,2,0,0,-20.8,-1.095,-1.845,-1.778,-1.839,-1.903,-1.992
95da20cd8a6e83d4d6379fd05e097720,peptide,3.97,15,1795.15,1,0,0,0,3,1,0,0,1,0,5,0,1,2,0,1,0,0,1,0,0,8.8,0.587,-2.05,-2.02,-2.083,-1.997,-2.085
2f6542f0bc5c16ed0d58453badcd814b,peptide,12.59,14,1778.22,0,3,0,0,0,0,0,0,1,1,0,2,0,0,0,5,0,0,1,0,1,-9.8,-0.7,5.939,5.975,5.907,5.996,5.908
00d053bbfef42d9f2fc3504b529d756a,protein,4.9,498,56204.73,1,39,6,35,29,26,38,8,25,29,40,17,35,28,18,19,24,17,32,12,21,-173.7,-0.349,-14.419,-14.243,-14.242,-15.502,-15.583
41bcc0cdd3f7d501389ec667e227b715,peptide,4.54,20,2199.49,1,0,0,0,3,2,2,1,2,0,0,0,0,2,0,1,2,1,4,0,0,6.9,0.345,-1.849,-1.78,-1.843,-1.906,-1.995
27c5b0454d19072e5037d3cce4986f39,protein,4.83,300,33113.37,1,22,1,24,21,12,23,6,23,25,23,4,17,16,12,5,11,21,21,1,12,-110.6,-0.369,-13.796,-13.581,-13.604,-14.461,-14.552
1dd2bd6a2c146cf9515c5e45deaff11b,peptide,11.33,19,2314.75,0,2,0,1,0,3,0,0,1,1,1,2,1,2,0,2,2,0,0,1,0,-1.5,-0.079,1.941,1.977,1.911,1.998,1.91
9aad798d11a93b241472171eb79eeb15,peptide,4.37,13,1451.7,1,0,0,1,1,0,2,0,0,0,3,1,0,0,0,1,1,0,2,0,1,7.3,0.562,-1.056,-1.023,-1.087,-1.0,-1.089
a94cdfa99800bfcd39ce2a93a71d7b25,protein,3.1,51,5480.2,1,7,0,4,6,0,4,0,3,6,3,2,3,0,1,0,2,2,6,1,1,-12.7,-0.249,-4.04,-4.015,-4.073,-3.99,-4.079
fbe77ecedeca9aba250bd37fb5f7473b,peptide,10.05,11,1340.59,0,1,0,1,0,1,0,0,0,3,2,0,0,0,1,0,1,0,0,0,1,-8.6,-0.782,1.94,1.975,1.908,1.997,1.909
86827f61a729abd543a86614887dd327,peptide,4.79,17,2195.55,1,1,0,0,3,1,0,0,2,1,2,0,0,1,0,1,0,2,0,2,1,-3.8,-0.224,-1.051,-1.021,-1.085,-0.998,-1.086
ff8f8064e8da9e03690eca2214ae109d,peptide,11.49,28,2804.24,0,3,0,0,0,0,5,0,1,1,0,5,0,1,3,1,4,4,0,0,0,-9.1,-0.325,1.94,1.976,1.908,1.997,1.909
3bace2aa0168b756cb23c2fef43b2dd6,peptide,4.79,19,2471.73,1,0,0,2,4,1,0,2,1,1,1,1,0,1,1,2,0,0,1,0,1,-29.5,-1.553,-2.644,-2.538,-2.597,-2.812,-2.902
fabe38afdca26aa0fa43ac6eee0b765b,peptide,3.3,14,1527.79,1,2,0,0,1,0,0,0,0,0,2,3,0,0,2,0,3,1,0,0,0,3.3,0.236,-1.056,-1.023,-1.088,-1.0,-1.089
6b6c736390d71ea05cb881608a5402fb,protein,4.9,364,38693.06,1,41,11,21,12,19,27,2,10,15,39,10,25,13,12,15,28,31,27,2,4,20.0,0.055,-2.718,-2.855,-2.884,-3.313,-3.373
6f953429824e1de805af19f8ff1e525e,protein,4.94,471,52390.08,1,43,0,37,37,12,30,6,34,18,44,14,21,21,23,37,34,19,28,3,10,-195.3,-0.415,-17.719,-17.518,-17.492,-18.368,-18.472
c09b93a96ac141606e40ed0d3e552a9b,protein,4.7,372,41842.21,1,23,9,17,33,20,21,9,25,27,45,6,18,16,10,14,29,11,25,1,13,-33.0,-0.089,-7.244,-7.097,-7.119,-8.554,-8.62
39cebe49bee7fa75c2c9469418aa6cdb,protein,4.8,359,40493.41,1,32,8,19,28,13,20,9,19,10,40,8,12,24,12,27,25,7,27,7,12,-50.9,-0.142,-8.241,-8.068,-8.078,-9.508,-9.583
980bc5f3b4dff1626f45b71bd00d8254,protein,4.95,513,58202.41,1,19,5,32,52,19,44,12,49,29,38,15,20,18,18,30,26,23,43,6,15,-147.8,-0.288,-22.531,-22.22,-22.195,-24.042,-24.13
671e8659c12b39d7c99f7cc155e87ee4,protein,4.9,559,61806.83,1,45,6,23,34,30,46,18,23,19,62,19,20,38,33,24,38,20,40,9,12,-48.8,-0.087,-10.395,-9.835,-9.839,-12.582,-12.663
2f82d950eebcf6b628d0c183fa20e140,peptide,10.18,8,1022.21,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,1,-9.6,-1.2,1.94,1.976,1.909,1.997,1.909
ac0b57024f80ebfdb072a0834d9334ae,protein,4.0,459,48207.88,1,30,22,22,10,9,49,6,14,10,28,10,35,26,19,9,60,49,21,7,23,-168.6,-0.367,-12.046,-12.247,-12.277,-13.491,-13.52
3e0f9643d6a6e4d40afb013a4afa95b2,peptide,3.71,9,1071.24,1,0,0,2,1,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,5.5,0.611,-2.054,-2.021,-2.083,-1.999,-2.088
4127f05399ff8c49c2a8b0e62a198849,protein,4.3,518,58077.83,1,39,5,46,35,20,51,17,21,23,31,21,18,26,16,23,28,26,35,17,20,-256.1,-0.494,-31.569,-31.032,-31.0,-33.613,-33.703
3401dca9770ca03474d308a661f768e2,protein,3.9,634,68281.44,1,61,8,24,40,26,55,4,33,7,60,16,41,40,16,19,55,60,30,16,23,-29.9,-0.047,-37.211,-37.258,-37.245,-37.942,-38.023
2e765bd749f3956e7b4394aa88cd3b49,protein,11.7,27,3707.31,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,19,2,0,0,0,0,-94.4,-3.496,19.141,19.216,19.149,19.088,19.0
d691e0780b60aa5bebdd3d84004b0242,protein,3.6,510,54838.39,1,42,5,39,12,27,44,20,22,11,49,3,29,36,14,12,33,44,45,9,14,-5.0,-0.01,-24.035,-23.339,-23.336,-26.383,-26.469
e9b4e7cd6d51862a132392c5807ab92a,protein,4.98,233,24204.18,1,37,0,9,4,6,23,7,7,6,8,4,19,5,16,3,27,20,16,5,11,-78.8,-0.338,-2.646,-2.34,-2.393,-3.362,-3.453
618131c3aa56e8a9ab909699bb4cafad,peptide,4.16,31,3220.58,1,6,0,1,3,0,2,1,4,1,4,0,2,0,3,0,2,2,0,0,0,1.6,0.052,-2.848,-2.779,-2.842,-2.905,-2.994
0147137a80646eeec95add2abeb9d981,peptide,4.87,32,3339.89,1,1,2,1,3,0,5,0,2,2,3,1,2,3,1,1,0,2,3,0,0,-3.3,-0.103,-1.069,-1.081,-1.144,-1.092,-1.174
8a2aefb23ed82367eb2f3fcbbfa08c02,protein,4.4,53,5730.18,1,7,0,7,5,5,5,0,2,3,4,1,1,0,4,1,3,4,1,0,0,-26.0,-0.491,-8.038,-8.013,-8.064,-7.988,-8.079
f70fa3f7d40a8f11dde8f01c71564c3b,peptide,11.64,10,1329.65,0,0,0,0,0,2,0,1,0,2,3,0,0,0,1,1,0,0,0,0,0,-2.0,-0.2,3.141,3.216,3.147,3.088,3.0
f36ea21431114b2d520354cea6da2211,peptide,4.43,20,2143.44,1,1,0,3,0,0,1,0,2,2,1,1,2,1,1,0,2,0,3,0,0,-3.3,-0.165,-1.057,-1.022,-1.085,-1.001,-1.089
b9f5f8ba52c79b445f5c48b97d8020b9,peptide,4.55,20,1837.9,1,0,1,2,1,1,8,0,0,1,0,0,0,2,0,1,2,1,0,0,0,-22.3,-1.115,-1.064,-1.052,-1.115,-1.047,-1.133
db17db93e632d8e73d472da0f2081ab4,peptide,10.1,12,1367.58,0,0,0,0,0,1,1,0,0,1,2,1,1,0,2,0,1,2,0,0,0,-4.7,-0.392,0.94,0.976,0.908,0.997,0.909
77fe22118cc19b08537afa39eb2e379f,peptide,12.14,19,2148.52,0,0,1,0,0,0,2,0,0,2,1,0,2,3,2,3,0,1,2,0,0,-26.9,-1.416,4.93,4.945,4.877,4.949,4.864
218e586f937bbd37fd63ab5a2a775699,protein,4.85,212,23081.17,1,22,0,17,26,3,12,8,12,16,11,3,11,8,9,8,19,11,14,0,2,-179.3,-0.846,-17.363,-17.06,-17.079,-18.217,-18.312
4a0890c4e1aabc81226edec1e0d2ff30,protein,4.92,169,19326.81,1,13,0,15,16,13,8,5,14,13,12,1,5,6,6,7,9,7,13,1,5,-52.6,-0.311,-10.0,-9.797,-9.83,-10.512,-10.606
642d40e70ab725fa177c1b13ba3d7bfc,protein,4.9,181,20478.98,1,18,1,17,9,6,10,7,11,7,19,3,7,7,5,12,10,14,7,4,7,-73.9,-0.408,-5.628,-5.355,-5.389,-6.39,-6.482
493e08df201d41f434b7f424bd9ebb45,peptide,4.35666666667,12,1423.67,1,2,0,0,2,1,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,7.7,0.642,-1.054,-1.023,-1.088,-1.0,-1.088
c3668fb9d195fc2e4b120db2ca76d905,peptide,3.59,22,2288.53,1,3,0,2,2,0,0,0,1,1,2,0,1,1,0,0,1,5,3,0,0,2.8,0.127,-3.051,-3.02,-3.082,-2.997,-3.086
81d678c9bcbe7c5627efeb89b939f55b,protein,4.817,172,19595.34,1,8,2,12,19,8,15,4,16,14,10,10,7,5,4,6,8,8,8,0,8,-73.4,-0.427,-10.218,-10.1,-10.135,-10.698,-10.784
a3d69573b3e51e0667346b0fd4dab408,peptide,10.6,19,2045.46,0,3,0,0,0,0,1,0,0,2,2,3,0,2,4,0,2,0,0,0,0,-8.3,-0.437,1.94,1.976,1.907,1.997,1.909
3d7a737ceb9ed6ffdf84ce1b44ed7609,peptide,4.31,11,1377.52,1,0,0,2,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,-17.7,-1.609,-1.055,-1.022,-1.085,-1.0,-1.089
f280a9d423f7a2c2b01c18a6a094eab9,peptide,10.45,19,2234.64,0,2,0,0,1,1,0,1,0,3,3,1,1,1,0,1,2,1,0,0,1,-11.9,-0.626,3.143,3.216,3.148,3.089,3.001
a46fd15f6e7e6ecc94581b60af5ca83a,protein,4.5,528,56812.16,1,64,6,28,26,17,46,15,16,17,54,13,20,31,28,23,32,34,35,6,17,-93.0,-0.176,-11.021,-10.566,-10.57,-12.87,-12.951
119ae21877bccb007ae4a5c6e93977ec,peptide,10.8,17,2089.4,0,1,0,0,2,0,0,0,0,0,4,1,2,0,0,3,2,1,0,1,0,-11.8,-0.694,0.947,0.978,0.914,1.001,0.913
6f5c497566673161ab3c799cd86b6d7a,protein,4.3,184,20539.44,1,21,2,16,16,10,9,1,11,13,18,5,6,4,5,10,8,11,13,0,5,-27.2,-0.148,-8.822,-8.818,-8.85,-8.971,-9.058
caf70b5f1d9dff1c8e5f4238155eac93,protein,4.4,533,57099.5,1,66,6,33,20,14,46,16,14,21,50,15,23,31,28,20,27,37,42,4,20,-101.3,-0.19,-8.839,-8.332,-8.339,-10.791,-10.871
c76e0c000c366f6c42675013b1807f8d,protein,4.5,610,66861.4,1,70,7,44,44,19,53,11,31,29,42,23,29,37,15,24,27,33,37,19,16,-186.4,-0.306,-32.765,-32.523,-32.487,-34.236,-34.32
ff95e241fbe5c8bac3f76c200adc6fd0,peptide,3.7,25,2560.71,1,4,0,2,2,0,2,0,0,0,2,0,3,0,1,1,0,5,3,0,0,-9.4,-0.376,-3.051,-3.02,-3.081,-2.997,-3.086
513a11c446e7e04268a06c415e76c239,protein,4.84,253,27261.72,1,27,3,14,26,7,21,4,17,20,15,5,10,8,10,6,15,16,22,2,5,-69.4,-0.274,-13.203,-13.118,-13.147,-13.729,-13.813
24d11b0c462f2b97ea26066c7b33bb52,peptide,3.1,7,908.02,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1.8,0.257,-1.058,-1.023,-1.088,-1.002,-1.09
a6d82405ce6f67014bc7310005f7eeb3,peptide,2.75,22,2194.17,1,0,0,4,0,0,4,0,0,0,2,0,4,2,0,0,4,0,1,0,1,-25.5,-1.159,-4.056,-4.022,-4.082,-4.0,-4.09
fd5b661ad28977d8dd7e01ef360c1953,peptide,11.73,10,1217.5,0,1,0,0,0,0,0,0,0,3,1,1,0,0,2,1,1,0,0,0,0,-16.5,-1.65,3.94,3.975,3.906,3.997,3.909
b2410f54c4bc0e3e0ead191a104029c7,peptide,10.89,17,1790.01,0,1,0,1,0,0,1,0,2,0,2,0,0,0,1,2,5,1,1,0,0,1.5,0.088,0.942,0.977,0.912,0.998,0.91
03ee500e90cad1c18a958453fa6dce4d,protein,4.7,316,34339.76,1,27,3,25,16,8,34,3,18,22,17,14,16,18,7,8,19,18,21,6,16,-112.9,-0.357,-10.436,-10.372,-10.397,-10.841,-10.926
18effe66232ad129295a7bed9c3ec9ed,peptide,11.05,9,998.11,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,1,2,0,0,0,-6.2,-0.689,1.142,1.216,1.149,1.088,1.0
17c2134dc58c52ae4829af0864529c7d,peptide,3.1,4,521.57,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.4,-0.1,-1.058,-1.023,-1.088,-1.002,-1.09
04d54071ab3399aaff92d7757f721490,peptide,11.49,27,2899.16,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,1,3,16,1,0,0,-12.8,-0.474,1.94,1.976,1.908,1.997,1.909
f2a70da007cfe99f6f1144d4f27a198f,protein,4.75,310,32926.69,1,34,3,15,21,6,27,6,23,23,26,7,15,15,20,3,15,16,28,2,5,-18.5,-0.06,-8.817,-8.644,-8.679,-9.558,-9.64
3ddf265e78d11e8d1c02d451a383bcca,peptide,11.95,17,2090.45,0,2,0,1,1,0,0,0,0,1,1,2,0,0,2,4,0,2,1,0,0,-21.9,-1.288,2.945,2.978,2.913,3.0,2.911
1598cc1c3edec21129162daca9508633,peptide,4.56,9,1198.3,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,-14.6,-1.622,-1.051,-1.021,-1.084,-0.997,-1.086
65c0acb8e37816734d9023c8af0313e6,peptide,11.05,24,2373.81,0,5,0,0,0,0,2,0,5,0,0,2,2,1,0,1,2,3,1,0,0,21.9,0.912,0.941,0.976,0.909,0.998,0.909
