organism,avg_length,std_length,total_aa,bootstrap_length_std,sequence_count,taxonomy_group,%A,%C,%D,%E,%F,%G,%H,%I,%K,%L,%M,%N,%P,%Q,%R,%S,%T,%V,%W,%Y,N_term_%A,N_term_%C,N_term_%D,N_term_%E,N_term_%F,N_term_%G,N_term_%H,N_term_%I,N_term_%K,N_term_%L,N_term_%M,N_term_%N,N_term_%P,N_term_%Q,N_term_%R,N_term_%S,N_term_%T,N_term_%V,N_term_%W,N_term_%Y,bootstrap_std_%A,bootstrap_std_%C,bootstrap_std_%D,bootstrap_std_%E,bootstrap_std_%F,bootstrap_std_%G,bootstrap_std_%H,bootstrap_std_%I,bootstrap_std_%K,bootstrap_std_%L,bootstrap_std_%M,bootstrap_std_%N,bootstrap_std_%P,bootstrap_std_%Q,bootstrap_std_%R,bootstrap_std_%S,bootstrap_std_%T,bootstrap_std_%V,bootstrap_std_%W,bootstrap_std_%Y
Gibberella_moniliformis__strain_M3125___FGSC_7600_,460.66562237762236,356.7369440365781,8234398,13.810805024240986,17875,Eukaryota,8.281977626051109,1.325877131515868,5.820607650978251,6.192450255622815,3.7779810983146556,6.732817626740899,2.4035879732798926,5.096158820596235,5.023354469871386,8.826024683285894,2.260736000373069,3.7872349624101243,5.9478057776658355,4.049549220234436,5.906661300558948,8.217066991418195,6.00325609716703,6.022626062038779,1.5146462437205488,2.8095800081560305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011188811188811189,0.005594405594405594,0.005594405594405594,99.96083916083917,0.0,0.0,0.0,0.005594405594405594,0.0,0.0,0.011188811188811189,0.0,0.0,0.05499549291190459,0.029329786530161567,0.049239139263437044,0.062489723968946406,0.03609380933304428,0.05245822563351232,0.02603818102226097,0.04262713571913327,0.06658381377639838,0.06679751272662807,0.024383755732485603,0.03336825017475656,0.06458915640853916,0.04690673832759844,0.04984127391951315,0.07601091025236802,0.03643517782517461,0.03859804085319756,0.024944304470603078,0.032713135154843746
Mixia_osmundae__strain_CBS_9802___IAM_14324___JCM_22182___KY_12970_,517.7934572490707,406.2378906607476,3482161,13.190169474646641,6725,Eukaryota,10.477775151694594,1.212838809003949,5.775292986165774,5.487741663869074,3.2321595698762926,6.155574081726836,2.4560036138478374,4.533908684865519,4.299312984092349,9.550621008046441,1.9958583190151176,2.8621020107915744,5.975800659418103,4.367058272147669,6.7402971890156715,9.294314651160587,6.090528266786056,5.8185419915965975,1.1815364079949204,2.4927336788850374,0.08921933085501858,0.014869888475836432,0.029739776951672865,0.08921933085501858,0.0,0.07434944237918216,0.07434944237918216,0.04460966542750929,0.04460966542750929,0.10408921933085502,98.92936802973978,0.029739776951672865,0.029739776951672865,0.014869888475836432,0.08921933085501858,0.13382899628252787,0.10408921933085502,0.07434944237918216,0.0,0.029739776951672865,0.06427847969538536,0.021801878007355682,0.04279992529408011,0.04774741289848529,0.0380891290470132,0.055743685422658625,0.025507062473974693,0.04484044149909158,0.05274145336078638,0.07041716596661166,0.02042826890308099,0.03159359844073566,0.0659825053141727,0.041789377640474995,0.05370409062751071,0.06824899076109052,0.03991499606475371,0.038716408326883556,0.019330893884108375,0.03171070552613331
Fusarium_oxysporum_f._sp._cubense__strain_race_4_,444.16896235078053,323.00546551259873,6270718,13.011712685407721,14157,Eukaryota,8.377477666831773,1.322161194300238,5.81623986280359,6.167587188580319,3.855587191131861,6.830461838660263,2.3746084579150266,5.1929141128655445,5.051909526149956,8.889635923669346,2.250236735251051,3.786121461689076,5.796401624184025,3.9579359173861746,5.796943826847261,7.984540207357435,5.978996344597222,6.129585160742359,1.59112560953945,2.8495301494980323,0.2260365896729533,0.0777000777000777,0.10595465140919687,0.12714558169103624,0.134209225118316,0.12714558169103624,0.04944550399095854,0.4026276753549481,0.134209225118316,0.48739139648230556,96.65889665889665,0.10595465140919687,0.17659108568199477,0.19778201596383416,0.21190930281839374,0.3461185279367097,0.1554001554001554,0.1624637988274352,0.02825457370911916,0.0847637211273575,0.07015362808199384,0.025193199361838756,0.049220467703609334,0.0681940882946048,0.03943874599471865,0.05954051940070036,0.028719912816929555,0.039673532198525194,0.06924855394848309,0.06837794750104492,0.020502547733296756,0.0316373350281126,0.059093183673565516,0.04578415625603273,0.05419190367309876,0.06958011633269741,0.03893731989160313,0.04566473071305803,0.025275027812107574,0.03582798978826989
Heterostelium pallidum_strain ATCC 26659_Pp 5_PN500,516.9483442636224,480.28518646605045,6384829,16.684108520996862,12351,Eukaryota,4.612903493578293,1.4585668621665513,5.5354184113623095,5.6066184388023546,4.310060613996083,4.790512009013867,2.168170831200021,7.365208997766424,6.553284355775229,8.760391233657158,2.000194523612144,7.657291996387061,4.364893719158336,4.930969960197838,3.6177632948353042,9.581885434989722,6.748058561944259,5.378311619622076,0.8482764377871358,3.7112192041478322,0.0,0.008096510404015869,0.016193020808031738,0.008096510404015869,0.0,0.0,0.0,0.024289531212047608,0.032386041616063475,0.008096510404015869,99.8461663023237,0.008096510404015869,0.0,0.008096510404015869,0.016193020808031738,0.008096510404015869,0.0,0.016193020808031738,0.0,0.0,0.06442457020023089,0.02346553574158564,0.04634440219455708,0.07299987753373084,0.0404134756899714,0.06438171778805821,0.03162112803474535,0.05258125603768813,0.06439277829412521,0.058048788280576594,0.021785996998677826,0.07425622565805226,0.05157718118999981,0.07323968189491405,0.04779960460462614,0.08271507661451036,0.04493203351871655,0.04578440716846735,0.016363777882549498,0.03965497243309848
Erythranthe_guttata,376.60550266764307,278.4766634483999,10799916,11.550308557592743,28677,Eukaryota,6.750154353052376,1.8488940099163735,5.355328689593511,6.424559228053255,4.346098617804064,6.559967688637578,2.3132216954280014,5.568117381653709,6.103695621336314,9.553815048191115,2.3557590633112335,4.6937679885658365,4.8466951039248825,3.3745910616341828,5.319198778953465,8.783855355912028,4.938751375473661,6.653348044558865,1.2787599459106904,2.9314209480888556,0.8124978205530564,0.2719949785542421,0.6102451441922098,0.7357812881403215,0.6869616766049447,0.805523590333717,0.26153363322523276,0.9833664609268753,0.7811137845660285,1.0810056839976288,87.39407887854378,0.7009101370436238,0.47076053980541893,0.3068661296509398,0.6451162952889075,0.955469540049517,0.6102451441922098,1.2623356697004566,0.1743557554834885,0.4498378491474004,0.07046771870838797,0.02896838758555342,0.05110474505658348,0.0743803152993822,0.04484119243216178,0.0639285798822484,0.026955108742891632,0.04559412394946849,0.0641478468478423,0.0804688584645569,0.029223146039699433,0.04617081825114466,0.057415781730546574,0.0418903412335273,0.04710601618214924,0.07054862249315075,0.04254742686779424,0.0472741316319043,0.026077360136905803,0.0348677889860874
Xenopus_tropicalis,735.9442392026579,851.9397629262606,27689692,14.945887722778464,37625,Eukaryota,6.130050128401573,2.142833513641105,5.161790893159808,7.313938342109403,3.499757238180909,5.909827382695337,2.5142749872407393,5.018846002331843,6.414719239202806,9.185551793064365,2.2395554273409757,4.282528675291874,5.703797644264155,4.874257900737936,5.07097731531286,8.853041774534725,5.854290470258752,5.964428929003616,1.058686387699798,2.8068459555274217,0.007973421926910298,0.007973421926910298,0.0026578073089701,0.007973421926910298,0.015946843853820596,0.0212624584717608,0.0053156146179402,0.09302325581395349,0.0026578073089701,0.0425249169435216,99.64651162790697,0.007973421926910298,0.0026578073089701,0.0345514950166113,0.018604651162790697,0.037209302325581395,0.0106312292358804,0.0212624584717608,0.0053156146179402,0.007973421926910298,0.04831252812868994,0.04901282968113646,0.03660445825036794,0.059101414717346624,0.03898739673720701,0.06734010877886173,0.030592929767769155,0.04422347641447192,0.06379500185408507,0.06314113789184982,0.027068466142442838,0.04062282648775267,0.06833661308942272,0.05084587196262224,0.0426336463823292,0.08576529120316101,0.03370382389591536,0.03968487951607268,0.017669369390552504,0.037998468037174556
Aureobasidium_pullulans_EXF-150,443.82826747720367,328.9524830848123,5256685,13.77334607593594,11844,Eukaryota,8.751960598742363,1.2812637622379883,5.773752849942502,6.029750688884724,3.7516990270484154,6.535145248383725,2.4538849103570026,4.92886676679314,4.990141125062658,8.787952863829581,2.2737523743576036,3.8221236387571254,5.820778684665336,4.180353207392111,5.814196589675813,8.359450870653273,6.142578450106864,6.043447533949628,1.4548712734356348,2.804029535724511,0.1773049645390071,0.050658561296859174,0.18574805808848363,0.16886187098953057,0.13508949679162446,0.10976021614319485,0.0591016548463357,0.1519756838905775,0.12664640324214793,0.447483958122256,96.90138466734211,0.18574805808848363,0.18574805808848363,0.13508949679162446,0.19419115163796016,0.28706518068220194,0.22796352583586624,0.1519756838905775,0.025329280648429587,0.09287402904424182,0.057520150498435965,0.023271343218881576,0.04274900895742661,0.05904842813573936,0.039485660450590813,0.06015290238387477,0.02746988154687262,0.04017001621688861,0.05755700143931566,0.07521843139234598,0.024293661004054338,0.03264750307886087,0.06428825657880295,0.04951153402030274,0.05062435280270485,0.06613432982617473,0.03904587058257325,0.04705852120610569,0.027181677916339738,0.03418570548941122
Anncaliia_algerae_PRA339,266.70553691275165,217.94269209747281,953739,7.664350988381209,3576,Eukaryota,2.968212477417826,1.8063642149476953,5.062076731684455,7.710075817388196,6.3349616614189,3.425989709973064,1.7826680045588992,9.814634821476316,10.593569100141654,10.091859512927542,2.0775075780690524,8.16690939554742,2.42571605019822,2.5861372975206005,3.4798828610343078,7.217802774134223,4.524927679375594,4.683985870348177,0.5503602138530562,4.696358227984805,0.3076062639821029,0.16778523489932887,0.33557046979865773,0.9787472035794184,0.7550335570469799,0.5033557046979865,0.19574944071588368,1.034675615212528,1.2304250559284116,1.006711409395973,88.1152125279642,0.8948545861297539,0.2796420581655481,0.19574944071588368,0.33557046979865773,0.7550335570469799,0.3635346756152125,2.069351230425056,0.13982102908277405,0.33557046979865773,0.05908582963585173,0.0333140443066339,0.04910255075803908,0.09004830289202292,0.07406142515265567,0.06634908844280442,0.025718670631986275,0.07785974143604077,0.08940387046196056,0.06850101077261277,0.026319416459353692,0.09043344364737632,0.035823119116131806,0.03700042145740842,0.048328668390576986,0.06129117250543072,0.0378391152709851,0.04993750253848684,0.017414300041734533,0.05538838099901241
Citrus_clementina,404.5449748984747,298.79170868462575,12651335,11.07013988890836,31273,Eukaryota,6.742853619795855,1.9161218954363315,5.251682925161653,6.382259263548076,4.341541821475757,6.433937604213311,2.358873589229911,5.46656143403048,6.128578525507387,9.958403599303947,2.3831239944243037,4.6299540720406185,4.763307587697266,3.6951673479518172,5.218216101304725,8.94861293294344,4.772903412959977,6.50502101161656,1.2776991519076841,2.8251801094509,0.39970581651904197,0.19185879192914015,0.2686023087007962,0.3837175838582803,0.4156940491798037,0.35813641160106163,0.18866114539698783,0.46685639369424103,0.4252869887762607,0.6779010648162952,93.29453522207655,0.2558117225721869,0.2845905413615579,0.2046493780577495,0.3133693601509289,0.6011575480446392,0.31976465321523356,0.6139481341732484,0.07354587023950372,0.26220701563649157,0.05447684134972581,0.028510352900797304,0.039684360343942716,0.0652213137124092,0.03864500646723688,0.06258517674563915,0.025988830899158842,0.033728922647360535,0.049228376052490024,0.07657533626600954,0.021479578486444283,0.04712255051338725,0.04725147224066448,0.045321175858700394,0.040130231627701095,0.061591914176696655,0.03937850661601929,0.04480667356064468,0.024694681902673998,0.03440623771942998
Stachybotrys_chlorohalonatus__strain_IBT_40285_,492.4609404271263,394.962041124937,5256506,13.567004953562893,10676,Eukaryota,9.076865887720855,1.2150466488576253,5.890452707558976,6.0650173328062404,3.623281320329512,6.949825606591147,2.4458642299656845,4.678297713347992,4.450503813750046,8.938713282168802,2.2164532866508666,3.5363033924055256,6.1358248235615065,4.057409998200325,6.309704583234567,8.05896540401552,5.891670246357561,6.276983228022568,1.488745565971008,2.6940709284836735,0.05620082427875609,0.07493443237167478,0.08430123641813413,0.06556762832521544,0.06556762832521544,0.16860247283626825,0.09366804046459348,0.06556762832521544,0.09366804046459348,0.13113525665043088,98.25777444735856,0.028100412139378046,0.20606968902210565,0.018733608092918696,0.10303484451105283,0.20606968902210565,0.11240164855751218,0.07493443237167478,0.0,0.09366804046459348,0.05955185592203347,0.023214455592054265,0.044865817155521424,0.05892325675793753,0.034179222330719024,0.06728354375687703,0.03128923018884019,0.03910374422993628,0.07661042946060245,0.06820788743835281,0.023166411793913655,0.03797754293121674,0.06432583218607163,0.041299100993415,0.04637902200869324,0.06543986958141475,0.042927202906418147,0.05542543183127634,0.024941287179579056,0.034991052717757154
Ichthyophthirius_multifiliis,414.4189340290719,378.8232214260638,3333897,13.480674353028489,8049,Eukaryota,3.2588889218833095,1.7962762496861782,4.830443172059605,6.5840066444764185,5.722882260609731,4.16626548450657,1.5314210367026937,9.860712553507202,9.851654085294177,9.29179875683022,1.9922931032362428,8.089842007716495,2.613248099746333,7.979730627550881,2.8973300614866027,5.774773485803551,3.942773277038852,4.328028130443142,0.8107329050657534,4.676899136356042,0.2360541682196546,0.0993912287240651,0.3354453969437197,0.44726052925829296,0.7330103118399801,0.1987824574481302,0.08696732513355696,1.254814262641322,1.4908684308609765,0.8324015405640453,89.81239905578333,0.9442166728786184,0.28574978258168715,1.2423903590508136,0.16151074667660578,0.44726052925829296,0.44726052925829296,0.40998881848676855,0.024847807181016274,0.5093800472108336,0.046929868133223224,0.09598213061675877,0.03851372825299561,0.08852900683300956,0.06327928046533014,0.06364508997213932,0.023706701725293818,0.08530365895909497,0.0683379167394,0.07785539770695271,0.02926487782871162,0.08512265441905094,0.038145267635580446,0.08323014660870885,0.03900081425383755,0.04244888014161384,0.04363872111099298,0.04329531545768425,0.01866886868192188,0.046933789301308086
Megaselia_scalaris,225.25796039431214,232.53090438953512,2530634,12.52264972326544,11463,Eukaryota,5.353954779711329,2.0014747292575694,5.242125095924578,6.574795090874461,4.430273204264227,5.422277579452421,2.3803521172955078,6.644105785348652,7.175711699123618,8.86520927166868,2.4345282644586295,5.862522988310439,4.815354571226025,4.155322342148252,4.581144487903031,8.244376705600256,5.663086799592513,5.745753830858196,1.0459039118260482,3.3617267451555617,0.6193841053825351,0.44490970950013087,0.6368315449707755,1.0032277763238244,1.1166361336473873,0.8549245398237808,0.33150135217656806,1.2998342493239117,1.2823868097356714,1.5528221233533979,82.42170461484777,0.9334380179708628,0.9508854575591033,0.7415161825002181,0.7851347814708192,1.4306900462357148,0.8636482596179011,1.0991886940591469,0.20064555526476488,0.7240687429119776,0.06524034807927899,0.05540547069260677,0.05485834022383517,0.14466655038597556,0.07082537899517646,0.09929859343330469,0.04363233522065178,0.06786781005997347,0.10715666562480335,0.10363450177696544,0.03513067613893796,0.07508570970423868,0.0945688067237577,0.12132435474316526,0.058687077887661004,0.12742544477408843,0.06703099590631219,0.06535978507376586,0.027431308375467985,0.05427161226741673
Micromonas_commoda__strain_RCC299___NOUM17___CCMP2709_,483.37805239742954,473.7213664204161,4889369,17.968258827418417,10115,Eukaryota,12.617681340884682,1.5737409060351142,6.46529235163065,6.747251025643595,3.1473590968486933,8.818663512612773,2.060081781514138,3.191720649433495,4.441084319878495,7.9861429971843,2.196582012934593,2.7101656675943255,5.560410760570536,2.5793512414383124,7.656427649457425,6.570663821855131,5.130171193869802,7.222445268499881,1.3033788204572,2.021385581656856,0.5140879881364311,0.07909045971329708,0.34602076124567477,0.4448838358872961,0.2273850716757291,0.4152249134948097,0.1087493821057835,0.2965892239248641,0.4745427582797825,0.7711319822046466,93.2871972318339,0.16806722689075632,0.4053386060306476,0.13840830449826988,0.8106772120612952,0.4448838358872961,0.217498764211567,0.583292140385566,0.08897676717745923,0.17795353435491845,0.14741219016046425,0.03520000134802942,0.05611374205021775,0.0766762494329525,0.04221949842585248,0.0972632378036899,0.030179729824176358,0.057461433156065306,0.07785272985198993,0.0781292364218466,0.031101081805283804,0.043857628148691104,0.06609419760539843,0.04186327289846313,0.08251365486533423,0.061069035448450756,0.04001433428873383,0.04286858706249315,0.02787892022316373,0.03903723881440456
Camponotus floridanus,431.67119767363226,507.3497394528593,6383122,18.58371158661262,14787,Eukaryota,6.120327952371896,1.9978938206100398,5.429788119356014,6.721538457200098,3.600260186159688,5.2664824516905675,2.522527377668796,6.219558391645969,6.407397508617256,9.042111368073492,2.3057525768738247,5.218418197239533,4.921024539402506,4.192196232501901,5.800719459850525,8.10528139678358,5.985346982244739,5.8320834225007765,1.1019215988665108,3.2093699603422907,0.6018800297558666,0.4395753026306891,0.9738283627510651,1.291675120037871,1.271387029147224,0.7371339690268479,0.5139649692297289,2.2857915736795835,1.6230472712517752,2.3398931493879758,79.31967268546697,1.054980726313654,0.635693514573612,0.8047609386623386,1.3052005139649694,1.2037600595117333,0.7777101508081423,1.4269290593088524,0.3110840603232569,1.08203151416785,0.04878404365302466,0.041898124328172325,0.04451944139850743,0.06705483125017718,0.047116253756654035,0.08374794330286131,0.02787565204449737,0.0692998961422697,0.07739828186642658,0.08655812615696343,0.03091968120911285,0.05300881289982149,0.06976902805885982,0.0802034303395139,0.05517338074251565,0.0851659449732323,0.04768485020250281,0.046463213229248665,0.024563589156750977,0.04276030826893631
Coccidioides_immitis__strain_RS_,433.8353583196046,370.9617475930659,4213409,12.85449741699768,9712,Eukaryota,8.031145326741363,1.315965290813211,5.5210638226671085,6.298391634897063,3.7161832615822483,6.586780443104384,2.4533578392223494,5.087519393441273,5.130263878963566,8.969886379413913,2.136203724822347,3.7756837752992887,6.250069717893515,4.0405287025304215,6.544700502609644,8.5969104826994,5.6648428861285485,5.854523023993161,1.3616527614575276,2.6643271517196645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056695690809955755,0.02620472655419877,0.04385734093502004,0.06837057576986574,0.045697778505461986,0.066511620880351,0.02897832520875655,0.0401560690668391,0.06257587094167151,0.07711093450872271,0.02180672761951409,0.0341327793969602,0.06352404535175196,0.04977238420904727,0.06088370090082993,0.07479055489208052,0.04578363400745227,0.04880650122146698,0.024798273279636247,0.03357103124766676
Rhodnius_prolixus,362.5856608312174,395.0305553101928,5426453,18.353147149238467,14966,Eukaryota,5.895010976783546,2.073453874934511,5.180492671732345,6.764824094118202,4.012473709806387,5.584421352216632,2.4249357729625594,6.014647136905083,6.87445371774159,9.638229613340426,2.2820063124107035,5.000725151401846,4.840381000259286,3.96669795168225,5.048270020951071,7.856513269349241,5.699321453627259,6.364341495264034,1.1461077797964896,3.3326926447165395,1.1826807430175064,0.45436322330616064,1.1225444340505144,1.563544033141788,1.4432714152078043,1.3430442335961512,0.25390886008285446,1.9176800748362957,1.4299077909929172,2.9466791393826006,76.5201122544434,1.1225444340505144,0.6414539623145797,1.1626353066951758,0.9087264466123213,1.5568622210343446,1.0423626887611919,2.4722704797541093,0.20713617533074968,0.7082720833890152,0.08347126393515288,0.06807602849107808,0.06227306774880472,0.17645900846664306,0.056631314321887824,0.10206690981423687,0.034830616923060526,0.06496947623351476,0.11804700848806648,0.13063717431370422,0.03884650957965861,0.0803434317492318,0.09571592845312665,0.09991614513206949,0.07308817571155482,0.10128751667505495,0.07831465621416644,0.0667135561690878,0.03228679642880964,0.05601961954841657
Anolis_carolinensis,674.2028578407426,604.1445613594208,22073934,19.060167304751026,32752,Eukaryota,6.393735706557789,2.274592286087292,4.966876316654748,7.13470467022326,3.9468995422383704,6.00903762781931,2.619279372675482,5.0287864410575835,6.354798378938707,9.789451214269281,2.2270701724486446,4.130663795588045,5.4914452494059285,4.706066440173283,5.422572161355561,8.057621264972523,5.351175735145352,5.963875764057281,1.2926920955729957,2.838655764758561,0.7999511480214948,0.5129457743038592,0.4457743038593063,0.7022471910112359,0.8946018563751832,0.8640693698094772,0.41829506595017096,1.1388617489008304,0.7449926722032242,2.2655105031753786,84.76734245236932,0.5556912554958475,0.7633121641426478,0.6595017098192477,0.8396433805569126,1.2854176844162188,0.7205666829506595,0.9770395701025891,0.2717391304347826,0.35417684416218853,0.04961382027450354,0.06059769661264962,0.05670633080837405,0.08397171446561313,0.0427019262890611,0.07673309923815202,0.02899493431121804,0.05389952144088175,0.08177687796142641,0.08055629150738897,0.03034767418453665,0.04593599853112842,0.07799041323794066,0.07653615688972866,0.04618304511856739,0.08063161457489769,0.04764144825900395,0.04660146799317563,0.02229320071397761,0.03920910432543813
Penicillium_rubens__strain_ATCC_28089___DSM_1075___NRRL_1951___Wisconsin_54-1255_,446.6961995620895,351.62322113518627,5710600,15.335576511184703,12788,Eukaryota,8.271600182117465,1.3491226841312647,5.600724967604105,6.0520785906909955,3.7644205512555597,6.743704689524743,2.49035127657339,5.070360382446678,4.614453822715651,9.01285329037229,2.2354043357965887,3.698648128042587,6.095839316359052,4.0218190733022805,6.175480685041852,8.416260988337477,5.932161244002382,6.139004658004413,1.4915070220292088,2.8242041116520156,0.06255864873318737,0.03909915545824211,0.13293712855802314,0.11729746637472631,0.06255864873318737,0.07037847982483579,0.03127932436659368,0.15639662183296843,0.08601814200813263,0.1876759461995621,98.287456990929,0.03127932436659368,0.09383797309978105,0.03909915545824211,0.13293712855802314,0.10947763528307788,0.12511729746637473,0.10947763528307788,0.01563966218329684,0.10947763528307788,0.05450950133818726,0.022437106219457447,0.043840514251520954,0.053574423338293334,0.03840071891812204,0.06353073734713811,0.031671090598799544,0.040737527830978046,0.06431152663865024,0.060249788491734575,0.02169676105447319,0.03185466131299668,0.06018024675497875,0.04163491855609665,0.05131976565609378,0.076302920591293,0.04893834412217777,0.049644667025967294,0.022201976801048757,0.03388202740663261
Plasmodium_falciparum_Tanzania__2000708_,608.0613524406627,671.1717031507935,4073403,25.070478507790796,6699,Eukaryota,2.0496130630826364,1.8966451392116126,6.318648068948739,6.960371954358554,4.448148145420426,2.9389922872841208,2.3863585311838773,9.223492004105658,11.770821595604462,7.6418169280083506,2.179087117086132,14.088711576045876,2.0298261674575286,2.7868835958533933,2.705403811015016,6.3784506467933575,4.162711128754017,3.7371455758244396,0.5579855467283743,5.738887117233428,0.08956560680698611,0.02985520226899537,0.3433348260934468,0.29855202268995373,0.16420361247947454,0.3134796238244514,0.05971040453799074,0.3134796238244514,0.37319002836244214,0.17913121361397222,96.2233169129721,0.4329004329004329,0.08956560680698611,0.08956560680698611,0.11942080907598147,0.19405881474846992,0.10449320794148381,0.2537692192864606,0.08956560680698611,0.23884161815196295,0.057203047339276766,0.037091706334088655,0.0505561548624321,0.06423581988699899,0.05162150539694458,0.06238883787812755,0.02634387462380903,0.09227352970417209,0.07971692136957134,0.0619092613430977,0.02445986915177232,0.21505533486942152,0.041264580559161004,0.038209565679569416,0.04084627581561587,0.056477336052205375,0.033236303155266614,0.04690263510677205,0.019103678397964244,0.05677510650620148
Zootermopsis_nevadensis,415.8019120984937,422.9032725119175,6043463,16.15263605943005,14539,Eukaryota,6.153144314774493,2.2044976530840015,5.282600389875804,6.5227171904585175,3.739627428843364,5.9866834627762255,2.872045381927547,4.989093173897151,5.862565883169964,9.345171799678429,2.3502749996152867,4.398140602498931,5.111655353892297,4.3917866296194745,5.567867297276412,8.502062476431146,5.816052816075816,6.78447108884426,1.1480172874393375,2.971524769821541,0.7840979434624115,0.2613659811541371,0.5502441708508151,0.5983905358002614,0.7634637870555059,0.6671710571566132,0.1719513033908797,0.6396588486140725,0.5502441708508151,0.9973175596671022,89.14643372996768,0.2407318247472316,0.6259027443428021,0.8666345690900338,0.7359515785129651,0.8184882041405874,0.33702455464612424,0.9422931425820208,0.06878052135635189,0.2338537726115964,0.06095379237754452,0.05222982913604785,0.05115697276513128,0.07148865515888847,0.04930032084193235,0.06733145966095297,0.03355198982168237,0.05472337683814895,0.08101814297851125,0.09932617185863338,0.02449404599521823,0.04487564182878037,0.06193358957409935,0.060277838502235406,0.04373144329266414,0.07933426278773002,0.04238607981160084,0.050412294990338946,0.022656002015202202,0.03963561815869245
Capronia_coronata_CBS_617.96,503.82036836403034,350.4468109415549,4650243,12.54179303309938,9230,Eukaryota,8.806636556412213,1.1295538749265361,5.812642479113457,6.122475750191979,3.571512284411804,6.89163985623977,2.455205029070524,4.672960101224818,4.740203899022051,8.83328032535074,2.1571345841496883,3.50265566767156,6.191805460488839,4.1766419518291835,6.243824247464057,8.28111563202181,6.112218221714435,6.19578374721493,1.3970452726879004,2.7056650587937017,0.04333694474539545,0.021668472372697724,0.054171180931744306,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.054171180931744306,0.010834236186348862,0.06500541711809318,99.26327193932828,0.010834236186348862,0.0866738894907909,0.04333694474539545,0.04333694474539545,0.09750812567713976,0.03250270855904659,0.06500541711809318,0.010834236186348862,0.03250270855904659,0.04812875824648121,0.020509639233255487,0.05144509261218678,0.05573126086930027,0.04036892198093732,0.05322798299804515,0.027075776934433696,0.04051082443276409,0.05607921949155432,0.07017777560870397,0.021880611531960543,0.03151205100621547,0.0723629773753566,0.04814016387259776,0.05045163463847272,0.06357441339469765,0.03595144639109343,0.055799766920284176,0.024681563957544964,0.03405326361347143
Fusarium_langsethiae,486.21308317279505,380.5784898369553,5803162,13.717853805967609,11939,Eukaryota,8.293168448511345,1.2451832294187204,5.940606172979489,6.312420711329445,3.7381172540073844,6.7139604236449015,2.365124392529452,5.042854223266557,5.132529472725387,8.665620570302881,2.2447934419201117,3.8334101305460715,5.9499286768144675,4.075226574753557,5.89790531437861,8.138890487634155,6.03965562222802,6.099054274204304,1.4968391370084104,2.774711441796731,0.058631376162157633,0.0,0.050255465281849404,0.025127732640924702,0.04187955440154117,0.04187955440154117,0.016751821760616466,0.04187955440154117,0.008375910880308233,0.050255465281849404,99.27129575341318,0.04187955440154117,0.050255465281849404,0.008375910880308233,0.016751821760616466,0.06700728704246586,0.0753831979227741,0.09213501968339056,0.016751821760616466,0.025127732640924702,0.060455492629045884,0.020770741762060188,0.050101732299560074,0.061370736537478175,0.03845845529475934,0.057177693047193306,0.02891115877744612,0.042108929607032025,0.07091053594492565,0.06892420184529063,0.023184763379723177,0.03069250957478961,0.06372526296336493,0.03937691870241148,0.062419048910183496,0.06778954707149874,0.09098965294405154,0.05744697018047307,0.02545932961840923,0.02858596452766854
Vavraia_culicis__isolate_floridensis_,344.2456647398844,276.82226575271295,952872,9.599147258355819,2768,Eukaryota,4.744603682341385,2.237761210319959,5.819459486688664,7.187429161524318,4.839999496259728,4.9989925194569675,2.2912836141685347,6.90974233685112,8.114626098783468,9.170801534728694,2.8422495361391666,6.151403336439731,2.746433938661226,2.8297609752411654,5.472823212351711,7.072198574415031,5.174357101478478,6.770793978624622,0.5861227950868533,4.039157410439177,0.25289017341040465,0.0722543352601156,0.2167630057803468,0.2890173410404624,0.1445086705202312,0.1445086705202312,0.0,0.2890173410404624,0.25289017341040465,0.25289017341040465,95.8092485549133,0.32514450867052025,0.0361271676300578,0.2167630057803468,0.1445086705202312,0.541907514450867,0.2890173410404624,0.6141618497109826,0.0361271676300578,0.0722543352601156,0.0517923268110104,0.036845206850148235,0.04418055748169362,0.07222725279566884,0.06875021144151326,0.08327132194753308,0.031053333107785852,0.07585687123608433,0.08342227413451445,0.0803984533085207,0.030839210731616794,0.06201072470896601,0.044974097832200736,0.0346397004262562,0.06171213771595922,0.06519403086305844,0.04571196443310699,0.06260863242451377,0.016609447293505046,0.04597057355045201
